2024-04-23-19-09-27
CompletionUsage(completion_tokens=82, prompt_tokens=372, total_tokens=454)
CompletionUsage(completion_tokens=5, prompt_tokens=1751, total_tokens=1756)
CompletionUsage(completion_tokens=5, prompt_tokens=434, total_tokens=439)
CompletionUsage(completion_tokens=81, prompt_tokens=446, total_tokens=527)
CompletionUsage(completion_tokens=5, prompt_tokens=485, total_tokens=490)
CompletionUsage(completion_tokens=5, prompt_tokens=448, total_tokens=453)
CompletionUsage(completion_tokens=130, prompt_tokens=461, total_tokens=591)
CompletionUsage(completion_tokens=107, prompt_tokens=626, total_tokens=733)
CompletionUsage(completion_tokens=109, prompt_tokens=583, total_tokens=692)
CompletionUsage(completion_tokens=101, prompt_tokens=631, total_tokens=732)
CompletionUsage(completion_tokens=96, prompt_tokens=628, total_tokens=724)
CompletionUsage(completion_tokens=74, prompt_tokens=441, total_tokens=515)
CompletionUsage(completion_tokens=74, prompt_tokens=441, total_tokens=515)
CompletionUsage(completion_tokens=74, prompt_tokens=441, total_tokens=515)
CompletionUsage(completion_tokens=5, prompt_tokens=462, total_tokens=467)
CompletionUsage(completion_tokens=5, prompt_tokens=442, total_tokens=447)
CompletionUsage(completion_tokens=5, prompt_tokens=429, total_tokens=434)
CompletionUsage(completion_tokens=109, prompt_tokens=426, total_tokens=535)
CompletionUsage(completion_tokens=109, prompt_tokens=426, total_tokens=535)
CompletionUsage(completion_tokens=170, prompt_tokens=472, total_tokens=642)
CompletionUsage(completion_tokens=5, prompt_tokens=1752, total_tokens=1757)
CompletionUsage(completion_tokens=125, prompt_tokens=280, total_tokens=405)
CompletionUsage(completion_tokens=85, prompt_tokens=309, total_tokens=394)
CompletionUsage(completion_tokens=90, prompt_tokens=294, total_tokens=384)
CompletionUsage(completion_tokens=103, prompt_tokens=312, total_tokens=415)
CompletionUsage(completion_tokens=86, prompt_tokens=299, total_tokens=385)
CompletionUsage(completion_tokens=108, prompt_tokens=250, total_tokens=358)
CompletionUsage(completion_tokens=76, prompt_tokens=534, total_tokens=610)
CompletionUsage(completion_tokens=56, prompt_tokens=271, total_tokens=327)
CompletionUsage(completion_tokens=52, prompt_tokens=300, total_tokens=352)
CompletionUsage(completion_tokens=72, prompt_tokens=285, total_tokens=357)
CompletionUsage(completion_tokens=73, prompt_tokens=303, total_tokens=376)
CompletionUsage(completion_tokens=55, prompt_tokens=290, total_tokens=345)
CompletionUsage(completion_tokens=169, prompt_tokens=241, total_tokens=410)
CompletionUsage(completion_tokens=58, prompt_tokens=525, total_tokens=583)
CompletionUsage(completion_tokens=5, prompt_tokens=272, total_tokens=277)
CompletionUsage(completion_tokens=82, prompt_tokens=301, total_tokens=383)
CompletionUsage(completion_tokens=103, prompt_tokens=286, total_tokens=389)
CompletionUsage(completion_tokens=103, prompt_tokens=304, total_tokens=407)
CompletionUsage(completion_tokens=97, prompt_tokens=291, total_tokens=388)
CompletionUsage(completion_tokens=186, prompt_tokens=242, total_tokens=428)
CompletionUsage(completion_tokens=5, prompt_tokens=526, total_tokens=531)
CompletionUsage(completion_tokens=137, prompt_tokens=401, total_tokens=538)
CompletionUsage(completion_tokens=130, prompt_tokens=391, total_tokens=521)
CompletionUsage(completion_tokens=89, prompt_tokens=376, total_tokens=465)
CompletionUsage(completion_tokens=94, prompt_tokens=412, total_tokens=506)
CompletionUsage(completion_tokens=107, prompt_tokens=402, total_tokens=509)
CompletionUsage(completion_tokens=166, prompt_tokens=404, total_tokens=570)
CompletionUsage(completion_tokens=204, prompt_tokens=348, total_tokens=552)
CompletionUsage(completion_tokens=130, prompt_tokens=694, total_tokens=824)
CompletionUsage(completion_tokens=47, prompt_tokens=392, total_tokens=439)
CompletionUsage(completion_tokens=77, prompt_tokens=382, total_tokens=459)
CompletionUsage(completion_tokens=54, prompt_tokens=367, total_tokens=421)
CompletionUsage(completion_tokens=71, prompt_tokens=403, total_tokens=474)
CompletionUsage(completion_tokens=62, prompt_tokens=393, total_tokens=455)
CompletionUsage(completion_tokens=88, prompt_tokens=395, total_tokens=483)
CompletionUsage(completion_tokens=240, prompt_tokens=339, total_tokens=579)
CompletionUsage(completion_tokens=5, prompt_tokens=685, total_tokens=690)
CompletionUsage(completion_tokens=98, prompt_tokens=393, total_tokens=491)
CompletionUsage(completion_tokens=92, prompt_tokens=383, total_tokens=475)
CompletionUsage(completion_tokens=5, prompt_tokens=368, total_tokens=373)
CompletionUsage(completion_tokens=100, prompt_tokens=404, total_tokens=504)
CompletionUsage(completion_tokens=110, prompt_tokens=394, total_tokens=504)
CompletionUsage(completion_tokens=82, prompt_tokens=396, total_tokens=478)
CompletionUsage(completion_tokens=229, prompt_tokens=340, total_tokens=569)
CompletionUsage(completion_tokens=5, prompt_tokens=686, total_tokens=691)
CompletionUsage(completion_tokens=167, prompt_tokens=493, total_tokens=660)
CompletionUsage(completion_tokens=113, prompt_tokens=489, total_tokens=602)
CompletionUsage(completion_tokens=223, prompt_tokens=483, total_tokens=706)
CompletionUsage(completion_tokens=79, prompt_tokens=493, total_tokens=572)
CompletionUsage(completion_tokens=65, prompt_tokens=459, total_tokens=524)
CompletionUsage(completion_tokens=168, prompt_tokens=472, total_tokens=640)
CompletionUsage(completion_tokens=94, prompt_tokens=513, total_tokens=607)
CompletionUsage(completion_tokens=96, prompt_tokens=468, total_tokens=564)
CompletionUsage(completion_tokens=140, prompt_tokens=478, total_tokens=618)
CompletionUsage(completion_tokens=125, prompt_tokens=495, total_tokens=620)
CompletionUsage(completion_tokens=98, prompt_tokens=488, total_tokens=586)
CompletionUsage(completion_tokens=92, prompt_tokens=479, total_tokens=571)
CompletionUsage(completion_tokens=112, prompt_tokens=483, total_tokens=595)
CompletionUsage(completion_tokens=200, prompt_tokens=466, total_tokens=666)
CompletionUsage(completion_tokens=153, prompt_tokens=434, total_tokens=587)
CompletionUsage(completion_tokens=109, prompt_tokens=1229, total_tokens=1338)
CompletionUsage(completion_tokens=93, prompt_tokens=484, total_tokens=577)
CompletionUsage(completion_tokens=47, prompt_tokens=480, total_tokens=527)
CompletionUsage(completion_tokens=57, prompt_tokens=474, total_tokens=531)
CompletionUsage(completion_tokens=81, prompt_tokens=484, total_tokens=565)
CompletionUsage(completion_tokens=104, prompt_tokens=450, total_tokens=554)
CompletionUsage(completion_tokens=45, prompt_tokens=463, total_tokens=508)
CompletionUsage(completion_tokens=85, prompt_tokens=504, total_tokens=589)
CompletionUsage(completion_tokens=60, prompt_tokens=459, total_tokens=519)
CompletionUsage(completion_tokens=86, prompt_tokens=469, total_tokens=555)
CompletionUsage(completion_tokens=75, prompt_tokens=486, total_tokens=561)
CompletionUsage(completion_tokens=73, prompt_tokens=479, total_tokens=552)
CompletionUsage(completion_tokens=78, prompt_tokens=470, total_tokens=548)
CompletionUsage(completion_tokens=96, prompt_tokens=474, total_tokens=570)
CompletionUsage(completion_tokens=76, prompt_tokens=457, total_tokens=533)
CompletionUsage(completion_tokens=70, prompt_tokens=425, total_tokens=495)
CompletionUsage(completion_tokens=5, prompt_tokens=1220, total_tokens=1225)
CompletionUsage(completion_tokens=98, prompt_tokens=485, total_tokens=583)
CompletionUsage(completion_tokens=102, prompt_tokens=481, total_tokens=583)
CompletionUsage(completion_tokens=98, prompt_tokens=475, total_tokens=573)
CompletionUsage(completion_tokens=91, prompt_tokens=485, total_tokens=576)
CompletionUsage(completion_tokens=5, prompt_tokens=451, total_tokens=456)
CompletionUsage(completion_tokens=87, prompt_tokens=464, total_tokens=551)
CompletionUsage(completion_tokens=108, prompt_tokens=505, total_tokens=613)
CompletionUsage(completion_tokens=120, prompt_tokens=460, total_tokens=580)
CompletionUsage(completion_tokens=105, prompt_tokens=470, total_tokens=575)
CompletionUsage(completion_tokens=153, prompt_tokens=487, total_tokens=640)
CompletionUsage(completion_tokens=95, prompt_tokens=480, total_tokens=575)
CompletionUsage(completion_tokens=5, prompt_tokens=471, total_tokens=476)
CompletionUsage(completion_tokens=5, prompt_tokens=475, total_tokens=480)
CompletionUsage(completion_tokens=130, prompt_tokens=458, total_tokens=588)
CompletionUsage(completion_tokens=393, prompt_tokens=426, total_tokens=819)
CompletionUsage(completion_tokens=5, prompt_tokens=1221, total_tokens=1226)
CompletionUsage(completion_tokens=132, prompt_tokens=284, total_tokens=416)
CompletionUsage(completion_tokens=81, prompt_tokens=274, total_tokens=355)
CompletionUsage(completion_tokens=104, prompt_tokens=297, total_tokens=401)
CompletionUsage(completion_tokens=104, prompt_tokens=314, total_tokens=418)
CompletionUsage(completion_tokens=65, prompt_tokens=322, total_tokens=387)
CompletionUsage(completion_tokens=118, prompt_tokens=328, total_tokens=446)
CompletionUsage(completion_tokens=98, prompt_tokens=322, total_tokens=420)
CompletionUsage(completion_tokens=132, prompt_tokens=255, total_tokens=387)
CompletionUsage(completion_tokens=84, prompt_tokens=667, total_tokens=751)
CompletionUsage(completion_tokens=87, prompt_tokens=275, total_tokens=362)
CompletionUsage(completion_tokens=54, prompt_tokens=265, total_tokens=319)
CompletionUsage(completion_tokens=81, prompt_tokens=288, total_tokens=369)
CompletionUsage(completion_tokens=94, prompt_tokens=305, total_tokens=399)
CompletionUsage(completion_tokens=75, prompt_tokens=313, total_tokens=388)
CompletionUsage(completion_tokens=70, prompt_tokens=319, total_tokens=389)
CompletionUsage(completion_tokens=60, prompt_tokens=313, total_tokens=373)
CompletionUsage(completion_tokens=241, prompt_tokens=246, total_tokens=487)
CompletionUsage(completion_tokens=63, prompt_tokens=658, total_tokens=721)
CompletionUsage(completion_tokens=81, prompt_tokens=276, total_tokens=357)
CompletionUsage(completion_tokens=80, prompt_tokens=266, total_tokens=346)
CompletionUsage(completion_tokens=91, prompt_tokens=289, total_tokens=380)
CompletionUsage(completion_tokens=110, prompt_tokens=306, total_tokens=416)
CompletionUsage(completion_tokens=97, prompt_tokens=314, total_tokens=411)
CompletionUsage(completion_tokens=104, prompt_tokens=320, total_tokens=424)
CompletionUsage(completion_tokens=122, prompt_tokens=314, total_tokens=436)
CompletionUsage(completion_tokens=226, prompt_tokens=247, total_tokens=473)
CompletionUsage(completion_tokens=5, prompt_tokens=659, total_tokens=664)
CompletionUsage(completion_tokens=62, prompt_tokens=452, total_tokens=514)
CompletionUsage(completion_tokens=125, prompt_tokens=434, total_tokens=559)
CompletionUsage(completion_tokens=111, prompt_tokens=452, total_tokens=563)
CompletionUsage(completion_tokens=202, prompt_tokens=467, total_tokens=669)
CompletionUsage(completion_tokens=126, prompt_tokens=505, total_tokens=631)
CompletionUsage(completion_tokens=99, prompt_tokens=502, total_tokens=601)
CompletionUsage(completion_tokens=93, prompt_tokens=520, total_tokens=613)
CompletionUsage(completion_tokens=85, prompt_tokens=506, total_tokens=591)
CompletionUsage(completion_tokens=83, prompt_tokens=530, total_tokens=613)
CompletionUsage(completion_tokens=96, prompt_tokens=526, total_tokens=622)
CompletionUsage(completion_tokens=119, prompt_tokens=526, total_tokens=645)
CompletionUsage(completion_tokens=119, prompt_tokens=526, total_tokens=645)
CompletionUsage(completion_tokens=84, prompt_tokens=444, total_tokens=528)
CompletionUsage(completion_tokens=84, prompt_tokens=444, total_tokens=528)
CompletionUsage(completion_tokens=84, prompt_tokens=444, total_tokens=528)
CompletionUsage(completion_tokens=135, prompt_tokens=1589, total_tokens=1724)
CompletionUsage(completion_tokens=84, prompt_tokens=443, total_tokens=527)
CompletionUsage(completion_tokens=71, prompt_tokens=425, total_tokens=496)
CompletionUsage(completion_tokens=69, prompt_tokens=443, total_tokens=512)
CompletionUsage(completion_tokens=109, prompt_tokens=458, total_tokens=567)
CompletionUsage(completion_tokens=82, prompt_tokens=496, total_tokens=578)
CompletionUsage(completion_tokens=85, prompt_tokens=493, total_tokens=578)
CompletionUsage(completion_tokens=70, prompt_tokens=511, total_tokens=581)
CompletionUsage(completion_tokens=69, prompt_tokens=497, total_tokens=566)
CompletionUsage(completion_tokens=110, prompt_tokens=521, total_tokens=631)
CompletionUsage(completion_tokens=78, prompt_tokens=517, total_tokens=595)
CompletionUsage(completion_tokens=66, prompt_tokens=517, total_tokens=583)
CompletionUsage(completion_tokens=66, prompt_tokens=517, total_tokens=583)
CompletionUsage(completion_tokens=55, prompt_tokens=435, total_tokens=490)
CompletionUsage(completion_tokens=55, prompt_tokens=435, total_tokens=490)
CompletionUsage(completion_tokens=55, prompt_tokens=435, total_tokens=490)
CompletionUsage(completion_tokens=76, prompt_tokens=1580, total_tokens=1656)
CompletionUsage(completion_tokens=84, prompt_tokens=444, total_tokens=528)
CompletionUsage(completion_tokens=186, prompt_tokens=426, total_tokens=612)
CompletionUsage(completion_tokens=5, prompt_tokens=444, total_tokens=449)
CompletionUsage(completion_tokens=5, prompt_tokens=459, total_tokens=464)
CompletionUsage(completion_tokens=81, prompt_tokens=497, total_tokens=578)
CompletionUsage(completion_tokens=114, prompt_tokens=494, total_tokens=608)
CompletionUsage(completion_tokens=126, prompt_tokens=512, total_tokens=638)
CompletionUsage(completion_tokens=100, prompt_tokens=498, total_tokens=598)
CompletionUsage(completion_tokens=94, prompt_tokens=522, total_tokens=616)
CompletionUsage(completion_tokens=135, prompt_tokens=518, total_tokens=653)
CompletionUsage(completion_tokens=94, prompt_tokens=518, total_tokens=612)
CompletionUsage(completion_tokens=94, prompt_tokens=518, total_tokens=612)
CompletionUsage(completion_tokens=97, prompt_tokens=436, total_tokens=533)
CompletionUsage(completion_tokens=97, prompt_tokens=436, total_tokens=533)
CompletionUsage(completion_tokens=97, prompt_tokens=436, total_tokens=533)
CompletionUsage(completion_tokens=116, prompt_tokens=1581, total_tokens=1697)
CompletionUsage(completion_tokens=54, prompt_tokens=277, total_tokens=331)
CompletionUsage(completion_tokens=65, prompt_tokens=307, total_tokens=372)
CompletionUsage(completion_tokens=106, prompt_tokens=301, total_tokens=407)
CompletionUsage(completion_tokens=99, prompt_tokens=297, total_tokens=396)
CompletionUsage(completion_tokens=86, prompt_tokens=286, total_tokens=372)
CompletionUsage(completion_tokens=80, prompt_tokens=302, total_tokens=382)
CompletionUsage(completion_tokens=72, prompt_tokens=266, total_tokens=338)
CompletionUsage(completion_tokens=95, prompt_tokens=304, total_tokens=399)
CompletionUsage(completion_tokens=83, prompt_tokens=246, total_tokens=329)
CompletionUsage(completion_tokens=104, prompt_tokens=674, total_tokens=778)
CompletionUsage(completion_tokens=68, prompt_tokens=268, total_tokens=336)
CompletionUsage(completion_tokens=79, prompt_tokens=298, total_tokens=377)
CompletionUsage(completion_tokens=60, prompt_tokens=292, total_tokens=352)
CompletionUsage(completion_tokens=70, prompt_tokens=288, total_tokens=358)
CompletionUsage(completion_tokens=73, prompt_tokens=277, total_tokens=350)
CompletionUsage(completion_tokens=67, prompt_tokens=293, total_tokens=360)
CompletionUsage(completion_tokens=100, prompt_tokens=257, total_tokens=357)
CompletionUsage(completion_tokens=57, prompt_tokens=295, total_tokens=352)
CompletionUsage(completion_tokens=62, prompt_tokens=237, total_tokens=299)
CompletionUsage(completion_tokens=5, prompt_tokens=665, total_tokens=670)
CompletionUsage(completion_tokens=112, prompt_tokens=269, total_tokens=381)
CompletionUsage(completion_tokens=93, prompt_tokens=299, total_tokens=392)
CompletionUsage(completion_tokens=74, prompt_tokens=293, total_tokens=367)
CompletionUsage(completion_tokens=98, prompt_tokens=289, total_tokens=387)
